"性別 コード","性別","時間軸（年次） コード","時間軸（年次）","年齢区分（簡易生命表） コード","年齢区分（簡易生命表）","/表章項目","生存数(lx)【人】","死亡数(ndx)【人】","死亡率(nqx)","平均余命(ex)","定常人口(nLx)","定常人口(Tx)"
"20","女","2016000000","2016年","310300","103年","","2196","805","0.36659","1.96","1768","4305"
"20","女","2016000000","2016年","310400","104年","","1391","545","0.39165","1.82","1100","2536"
"20","女","2016000000","2016年","410500","105～年","","846","846","1.00000","1.70","1437","1437"
"20","女","2015000000","2015年","100000","0週","","100000","63","0.00063","87.05","1917","8705113"
"20","女","2015000000","2015年","100001","1週","","99937","12","0.00012","87.09","1916","8703196"
"20","女","2015000000","2015年","100002","2週","","99925","5","0.00005","87.08","1916","8701280"
"20","女","2015000000","2015年","100003","3週","","99921","6","0.00006","87.06","1916","8699363"
"20","女","2015000000","2015年","100004","4週","","99914","19","0.00019","87.05","8987","8697447"
"20","女","2015000000","2015年","200020","2月","","99895","14","0.00014","86.98","8324","8688460"
"20","女","2015000000","2015年","200030","3月","","99881","29","0.00029","86.90","24966","8680136"
"20","女","2015000000","2015年","200060","6月","","99853","31","0.00031","86.68","49918","8655170"
"20","女","2015000000","2015年","300000","0年","","100000","178","0.00178","87.05","99861","8705113"
"20","女","2015000000","2015年","300100","1年","","99822","31","0.00031","86.21","99806","8605252"
"20","女","2015000000","2015年","300200","2年","","99791","20","0.00020","85.23","99781","8505446"
"20","女","2015000000","2015年","300300","3年","","99772","12","0.00012","84.25","99765","8405664"
"20","女","2015000000","2015年","300400","4年","","99760","8","0.00008","83.26","99756","8305899"
"20","女","2015000000","2015年","300500","5年","","99752","8","0.00008","82.27","99748","8206143"
"20","女","2015000000","2015年","300600","6年","","99744","8","0.00008","81.27","99740","8106396"
"20","女","2015000000","2015年","300700","7年","","99736","8","0.00008","80.28","99732","8006656"
"20","女","2015000000","2015年","300800","8年","","99728","7","0.00007","79.29","99724","7906924"
"20","女","2015000000","2015年","300900","9年","","99720","7","0.00007","78.29","99717","7807200"
"20","女","2015000000","2015年","301000","10年","","99714","7","0.00007","77.30","99710","7707483"
"20","女","2015000000","2015年","301100","11年","","99707","7","0.00007","76.30","99704","7607773"
"20","女","2015000000","2015年","301200","12年","","99700","7","0.00007","75.31","99697","7508069"
"20","女","2015000000","2015年","301300","13年","","99693","7","0.00007","74.31","99690","7408373"
"20","女","2015000000","2015年","301400","14年","","99686","8","0.00008","73.32","99682","7308683"
"20","女","2015000000","2015年","301500","15年","","99677","10","0.00010","72.32","99673","7209001"
"20","女","2015000000","2015年","301600","16年","","99667","12","0.00012","71.33","99662","7109329"
"20","女","2015000000","2015年","301700","17年","","99656","13","0.00013","70.34","99649","7009667"
"20","女","2015000000","2015年","301800","18年","","99642","15","0.00015","69.35","99635","6910018"
"20","女","2015000000","2015年","301900","19年","","99628","16","0.00016","68.36","99620","6810383"
"20","女","2015000000","2015年","302000","20年","","99612","17","0.00017","67.37","99603","6710763"
"20","女","2015000000","2015年","302100","21年","","99595","18","0.00018","66.38","99586","6611160"
"20","女","2015000000","2015年","302200","22年","","99577","20","0.00020","65.39","99567","6511574"
"20","女","2015000000","2015年","302300","23年","","99557","21","0.00021","64.41","99546","6412007"
"20","女","2015000000","2015年","302400","24年","","99536","23","0.00023","63.42","99524","6312461"
"20","女","2015000000","2015年","302500","25年","","99513","24","0.00024","62.43","99501","6212937"
"20","女","2015000000","2015年","302600","26年","","99489","25","0.00025","61.45","99477","6113436"
"20","女","2015000000","2015年","302700","27年","","99464","27","0.00027","60.46","99451","6013959"
"20","女","2015000000","2015年","302800","28年","","99437","29","0.00029","59.48","99423","5914508"
"20","女","2015000000","2015年","302900","29年","","99408","30","0.00030","58.50","99393","5815086"
"20","女","2015000000","2015年","303000","30年","","99378","31","0.00031","57.51","99363","5715692"
"20","女","2015000000","2015年","303100","31年","","99347","32","0.00032","56.53","99331","5616330"
"20","女","2015000000","2015年","303200","32年","","99315","34","0.00034","55.55","99298","5516999"
"20","女","2015000000","2015年","303300","33年","","99281","37","0.00037","54.57","99262","5417701"
"20","女","2015000000","2015年","303400","34年","","99244","39","0.00039","53.59","99225","5318439"
"20","女","2015000000","2015年","303500","35年","","99205","41","0.00041","52.61","99185","5219214"
"20","女","2015000000","2015年","303600","36年","","99164","43","0.00043","51.63","99143","5120029"
"20","女","2015000000","2015年","303700","37年","","99121","46","0.00046","50.65","99099","5020887"
"20","女","2015000000","2015年","303800","38年","","99076","50","0.00051","49.68","99051","4921788"
"20","女","2015000000","2015年","303900","39年","","99026","56","0.00057","48.70","98998","4822737"
"20","女","2015000000","2015年","304000","40年","","98969","62","0.00063","47.73","98939","4723739"
"20","女","2015000000","2015年","304100","41年","","98907","68","0.00069","46.76","98873","4624800"
"20","女","2015000000","2015年","304200","42年","","98839","73","0.00074","45.79","98803","4525927"
"20","女","2015000000","2015年","304300","43年","","98766","79","0.00080","44.82","98727","4427124"
"20","女","2015000000","2015年","304400","44年","","98687","86","0.00087","43.86","98645","4328397"
"20","女","2015000000","2015年","304500","45年","","98601","94","0.00095","42.90","98555","4229752"
"20","女","2015000000","2015年","304600","46年","","98508","103","0.00105","41.94","98457","4131197"
"20","女","2015000000","2015年","304700","47年","","98404","113","0.00115","40.98","98349","4032740"
"20","女","2015000000","2015年","304800","48年","","98291","123","0.00126","40.03","98230","3934392"
"20","女","2015000000","2015年","304900","49年","","98168","134","0.00136","39.08","98102","3836162"
"20","女","2015000000","2015年","305000","50年","","98034","145","0.00148","38.13","97962","3738060"
"20","女","2015000000","2015年","305100","51年","","97889","159","0.00163","37.19","97810","3640098"
"20","女","2015000000","2015年","305200","52年","","97730","174","0.00178","36.25","97644","3542287"
"20","女","2015000000","2015年","305300","53年","","97556","188","0.00193","35.31","97462","3444644"
"20","女","2015000000","2015年","305400","54年","","97367","202","0.00208","34.38","97267","3347181"
"20","女","2015000000","2015年","305500","55年","","97165","215","0.00221","33.45","97059","3249914"
"20","女","2015000000","2015年","305600","56年","","96950","226","0.00233","32.52","96838","3152856"
"20","女","2015000000","2015年","305700","57年","","96724","237","0.00245","31.60","96607","3056017"
"20","女","2015000000","2015年","305800","58年","","96488","251","0.00260","30.67","96364","2959410"
"20","女","2015000000","2015年","305900","59年","","96237","269","0.00279","29.75","96104","2863047"
"20","女","2015000000","2015年","306000","60年","","95968","292","0.00305","28.83","95824","2766942"
"20","女","2015000000","2015年","306100","61年","","95676","319","0.00333","27.92","95519","2671118"
"20","女","2015000000","2015年","306200","62年","","95357","346","0.00362","27.01","95186","2575599"
"20","女","2015000000","2015年","306300","63年","","95011","372","0.00391","26.11","94828","2480413"
"20","女","2015000000","2015年","306400","64年","","94640","401","0.00424","25.21","94442","2385585"
"20","女","2015000000","2015年","306500","65年","","94239","435","0.00462","24.31","94024","2291143"
"20","女","2015000000","2015年","306600","66年","","93803","472","0.00503","23.42","93571","2197119"
"20","女","2015000000","2015年","306700","67年","","93332","510","0.00547","22.54","93080","2103548"
"20","女","2015000000","2015年","306800","68年","","92822","553","0.00596","21.66","92549","2010468"
"20","女","2015000000","2015年","306900","69年","","92269","602","0.00653","20.79","91972","1917919"
"20","女","2015000000","2015年","307000","70年","","91666","661","0.00721","19.92","91341","1825947"
"20","女","2015000000","2015年","307100","71年","","91005","727","0.00799","19.06","90647","1734607"
"20","女","2015000000","2015年","307200","72年","","90278","799","0.00885","18.21","89884","1643960"
"20","女","2015000000","2015年","307300","73年","","89479","870","0.00973","17.37","89050","1554075"
"20","女","2015000000","2015年","307400","74年","","88608","952","0.01075","16.53","88140","1465026"
"20","女","2015000000","2015年","307500","75年","","87656","1053","0.01201","15.71","87139","1376886"
"20","女","2015000000","2015年","307600","76年","","86604","1180","0.01362","14.89","86025","1289747"
"20","女","2015000000","2015年","307700","77年","","85424","1331","0.01559","14.09","84772","1203721"
"20","女","2015000000","2015年","307800","78年","","84092","1503","0.01787","13.31","83356","1118950"
"20","女","2015000000","2015年","307900","79年","","82589","1698","0.02056","12.54","81758","1035594"
"20","女","2015000000","2015年","308000","80年","","80891","1914","0.02366","11.79","79954","953836"
"20","女","2015000000","2015年","308100","81年","","78978","2153","0.02726","11.06","77922","873883"
"20","女","2015000000","2015年","308200","82年","","76825","2419","0.03149","10.36","75638","795960"
"20","女","2015000000","2015年","308300","83年","","74406","2708","0.03640","9.68","73076","720322"
"20","女","2015000000","2015年","308400","84年","","71698","3011","0.04199","9.03","70218","647246"
"20","女","2015000000","2015年","308500","85年","","68687","3320","0.04834","8.40","67052","577028"
"20","女","2015000000","2015年","308600","86年","","65366","3628","0.05551","7.80","63577","509976"
"20","女","2015000000","2015年","308700","87年","","61738","3926","0.06360","7.23","59799","446398"
"20","女","2015000000","2015年","308800","88年","","57812","4227","0.07312","6.69","55723","386599"
"20","女","2015000000","2015年","308900","89年","","53584","4513","0.08421","6.17","51350","330876"
"20","女","2015000000","2015年","309000","90年","","49072","4743","0.09666","5.70","46717","279526"
"20","女","2015000000","2015年","309100","91年","","44329","4896","0.11046","5.25","41889","232809"
"20","女","2015000000","2015年","309200","92年","","39432","4937","0.12520","4.84","36963","190920"
"20","女","2015000000","2015年","309300","93年","","34495","4867","0.14110","4.46","32051","153957"
"20","女","2015000000","2015年","309400","94年","","29628","4678","0.15790","4.11","27269","121906"
"20","女","2015000000","2015年","309500","95年","","24950","4385","0.17575","3.79","22729","94638"
"20","女","2015000000","2015年","309600","96年","","20565","4004","0.19469","3.50","18528","71909"
"20","女","2015000000","2015年","309700","97年","","16561","3557","0.21477","3.22","14743","53381"
"20","女","2015000000","2015年","309800","98年","","13004","3069","0.23599","2.97","11428","38638"
"20","女","2015000000","2015年","309900","99年","","9935","2567","0.25838","2.74","8610","27209"
"20","女","2015000000","2015年","310000","100年","","7368","2077","0.28194","2.52","6290","18599"
"20","女","2015000000","2015年","310100","101年","","5291","1623","0.30667","2.33","4444","12309"
"20","女","2015000000","2015年","310200","102年","","3668","1220","0.33256","2.14","3027","7866"
"20","女","2015000000","2015年","310300","103年","","2448","880","0.35956","1.98","1983","4839"
"20","女","2015000000","2015年","310400","104年","","1568","608","0.38764","1.82","1244","2856"
