"性別 コード","性別","時間軸（年次） コード","時間軸（年次）","年齢区分（簡易生命表） コード","年齢区分（簡易生命表）","/表章項目","生存数(lx)【人】","死亡数(ndx)【人】","死亡率(nqx)","平均余命(ex)","定常人口(nLx)","定常人口(Tx)"
"10","男","2007000000","2007年","300900","9年","","99582","9","0.00009","70.51","99577","7021986"
"10","男","2007000000","2007年","301000","10年","","99573","8","0.00008","69.52","99569","6922409"
"10","男","2007000000","2007年","301100","11年","","99565","9","0.00009","68.53","99560","6822840"
"10","男","2007000000","2007年","301200","12年","","99556","10","0.00010","67.53","99551","6723280"
"10","男","2007000000","2007年","301300","13年","","99546","11","0.00011","66.54","99540","6623729"
"10","男","2007000000","2007年","301400","14年","","99534","13","0.00013","65.55","99528","6524189"
"10","男","2007000000","2007年","301500","15年","","99521","18","0.00018","64.56","99513","6424661"
"10","男","2007000000","2007年","301600","16年","","99503","25","0.00025","63.57","99492","6325148"
"10","男","2007000000","2007年","301700","17年","","99479","33","0.00034","62.58","99463","6225657"
"10","男","2007000000","2007年","301800","18年","","99445","41","0.00042","61.60","99425","6126194"
"10","男","2007000000","2007年","301900","19年","","99404","48","0.00048","60.63","99380","6026769"
"10","男","2007000000","2007年","302000","20年","","99356","52","0.00053","59.66","99330","5927389"
"10","男","2007000000","2007年","302100","21年","","99304","56","0.00056","58.69","99276","5828058"
"10","男","2007000000","2007年","302200","22年","","99248","59","0.00059","57.72","99219","5728782"
"10","男","2007000000","2007年","302300","23年","","99189","60","0.00061","56.76","99159","5629563"
"10","男","2007000000","2007年","302400","24年","","99129","60","0.00061","55.79","99099","5530404"
"10","男","2007000000","2007年","302500","25年","","99069","59","0.00060","54.82","99039","5431305"
"10","男","2007000000","2007年","302600","26年","","99010","60","0.00060","53.86","98980","5332266"
"10","男","2007000000","2007年","302700","27年","","98950","62","0.00063","52.89","98919","5233286"
"10","男","2007000000","2007年","302800","28年","","98888","64","0.00065","51.92","98856","5134367"
"10","男","2007000000","2007年","302900","29年","","98824","67","0.00068","50.95","98790","5035511"
"10","男","2007000000","2007年","303000","30年","","98757","69","0.00070","49.99","98722","4936720"
"10","男","2007000000","2007年","303100","31年","","98687","72","0.00073","49.02","98651","4837998"
"10","男","2007000000","2007年","303200","32年","","98615","75","0.00077","48.06","98578","4739347"
"10","男","2007000000","2007年","303300","33年","","98540","80","0.00081","47.10","98500","4640769"
"10","男","2007000000","2007年","303400","34年","","98460","84","0.00086","46.13","98418","4542269"
"10","男","2007000000","2007年","303500","35年","","98376","90","0.00091","45.17","98331","4443850"
"10","男","2007000000","2007年","303600","36年","","98286","97","0.00099","44.21","98238","4345519"
"10","男","2007000000","2007年","303700","37年","","98189","105","0.00107","43.26","98137","4247281"
"10","男","2007000000","2007年","303800","38年","","98083","114","0.00116","42.30","98027","4149145"
"10","男","2007000000","2007年","303900","39年","","97969","125","0.00128","41.35","97908","4051118"
"10","男","2007000000","2007年","304000","40年","","97844","137","0.00140","40.40","97777","3953210"
"10","男","2007000000","2007年","304100","41年","","97708","149","0.00152","39.46","97634","3855433"
"10","男","2007000000","2007年","304200","42年","","97559","161","0.00165","38.52","97479","3757799"
"10","男","2007000000","2007年","304300","43年","","97398","174","0.00179","37.58","97312","3660319"
"10","男","2007000000","2007年","304400","44年","","97224","188","0.00193","36.65","97131","3563008"
"10","男","2007000000","2007年","304500","45年","","97036","206","0.00212","35.72","96934","3465877"
"10","男","2007000000","2007年","304600","46年","","96830","228","0.00236","34.79","96717","3368942"
"10","男","2007000000","2007年","304700","47年","","96602","251","0.00260","33.87","96478","3272225"
"10","男","2007000000","2007年","304800","48年","","96351","273","0.00284","32.96","96216","3175747"
"10","男","2007000000","2007年","304900","49年","","96077","294","0.00306","32.05","95932","3079531"
"10","男","2007000000","2007年","305000","50年","","95783","317","0.00331","31.15","95627","2983599"
"10","男","2007000000","2007年","305100","51年","","95466","344","0.00361","30.25","95297","2887973"
"10","男","2007000000","2007年","305200","52年","","95122","378","0.00398","29.36","94936","2792676"
"10","男","2007000000","2007年","305300","53年","","94743","417","0.00441","28.47","94538","2697740"
"10","男","2007000000","2007年","305400","54年","","94326","461","0.00489","27.60","94099","2603202"
"10","男","2007000000","2007年","305500","55年","","93865","509","0.00542","26.73","93614","2509103"
"10","男","2007000000","2007年","305600","56年","","93356","557","0.00597","25.87","93081","2415489"
"10","男","2007000000","2007年","305700","57年","","92799","609","0.00656","25.03","92499","2322407"
"10","男","2007000000","2007年","305800","58年","","92190","660","0.00715","24.19","91864","2229909"
"10","男","2007000000","2007年","305900","59年","","91530","708","0.00773","23.36","91181","2138045"
"10","男","2007000000","2007年","306000","60年","","90823","761","0.00838","22.54","90447","2046864"
"10","男","2007000000","2007年","306100","61年","","90062","821","0.00912","21.72","89656","1956417"
"10","男","2007000000","2007年","306200","62年","","89240","889","0.00996","20.92","88802","1866761"
"10","男","2007000000","2007年","306300","63年","","88351","957","0.01083","20.12","87879","1777959"
"10","男","2007000000","2007年","306400","64年","","87395","1024","0.01172","19.34","86888","1690080"
"10","男","2007000000","2007年","306500","65年","","86371","1087","0.01259","18.56","85832","1603192"
"10","男","2007000000","2007年","306600","66年","","85284","1154","0.01354","17.79","84712","1517360"
"10","男","2007000000","2007年","306700","67年","","84129","1235","0.01468","17.03","83519","1432647"
"10","男","2007000000","2007年","306800","68年","","82894","1334","0.01609","16.28","82236","1349128"
"10","男","2007000000","2007年","306900","69年","","81560","1447","0.01774","15.53","80847","1266892"
"10","男","2007000000","2007年","307000","70年","","80114","1570","0.01960","14.80","79339","1186046"
"10","男","2007000000","2007年","307100","71年","","78543","1705","0.02171","14.09","77702","1106706"
"10","男","2007000000","2007年","307200","72年","","76838","1854","0.02413","13.39","75924","1029004"
"10","男","2007000000","2007年","307300","73年","","74984","2017","0.02690","12.71","73990","953080"
"10","男","2007000000","2007年","307400","74年","","72967","2191","0.03002","12.05","71886","879090"
"10","男","2007000000","2007年","307500","75年","","70776","2368","0.03346","11.40","69607","807204"
"10","男","2007000000","2007年","307600","76年","","68408","2545","0.03721","10.78","67151","737597"
"10","男","2007000000","2007年","307700","77年","","65863","2728","0.04141","10.18","64515","670446"
"10","男","2007000000","2007年","307800","78年","","63135","2921","0.04626","9.60","61691","605932"
"10","男","2007000000","2007年","307900","79年","","60215","3111","0.05167","9.04","58674","544240"
"10","男","2007000000","2007年","308000","80年","","57103","3285","0.05754","8.50","55474","485566"
"10","男","2007000000","2007年","308100","81年","","53818","3434","0.06381","7.99","52112","430092"
"10","男","2007000000","2007年","308200","82年","","50383","3558","0.07062","7.50","48614","377980"
"10","男","2007000000","2007年","308300","83年","","46825","3662","0.07821","7.03","45002","329367"
"10","男","2007000000","2007年","308400","84年","","43163","3730","0.08642","6.59","41302","284365"
"10","男","2007000000","2007年","308500","85年","","39433","3762","0.09541","6.16","37553","243063"
"10","男","2007000000","2007年","308600","86年","","35671","3762","0.10545","5.76","33789","205509"
"10","男","2007000000","2007年","308700","87年","","31909","3733","0.11698","5.38","30039","171720"
"10","男","2007000000","2007年","308800","88年","","28177","3654","0.12969","5.03","26340","141681"
"10","男","2007000000","2007年","308900","89年","","24523","3493","0.14245","4.70","22760","115341"
"10","男","2007000000","2007年","309000","90年","","21029","3274","0.15571","4.40","19372","92581"
"10","男","2007000000","2007年","309100","91年","","17755","3009","0.16945","4.12","16227","73210"
"10","男","2007000000","2007年","309200","92年","","14746","2709","0.18370","3.86","13366","56983"
"10","男","2007000000","2007年","309300","93年","","12037","2389","0.19845","3.62","10816","43617"
"10","男","2007000000","2007年","309400","94年","","9649","2062","0.21370","3.40","8590","32801"
"10","男","2007000000","2007年","309500","95年","","7587","1741","0.22946","3.19","6690","24211"
"10","男","2007000000","2007年","309600","96年","","5846","1437","0.24573","3.00","5103","17521"
"10","男","2007000000","2007年","309700","97年","","4409","1157","0.26251","2.82","3809","12418"
"10","男","2007000000","2007年","309800","98年","","3252","910","0.27979","2.65","2778","8609"
"10","男","2007000000","2007年","309900","99年","","2342","697","0.29756","2.49","1977","5831"
"10","男","2007000000","2007年","310000","100年","","1645","520","0.31581","2.34","1372","3854"
"10","男","2007000000","2007年","310100","101年","","1126","377","0.33454","2.21","927","2482"
"10","男","2007000000","2007年","310200","102年","","749","265","0.35372","2.08","608","1555"
"10","男","2007000000","2007年","310300","103年","","484","181","0.37333","1.96","388","947"
"10","男","2007000000","2007年","310400","104年","","303","119","0.39336","1.84","239","559"
"10","男","2007000000","2007年","410500","105～年","","184","184","1.00000","1.74","320","320"
"20","女","2017000000","2017年","100000","0週","","100000","60","0.00060","87.26","1917","8726455"
"20","女","2017000000","2017年","100001","1週","","99940","7","0.00007","87.30","1917","8724538"
"20","女","2017000000","2017年","100002","2週","","99933","8","0.00008","87.28","1916","8722622"
"20","女","2017000000","2017年","100003","3週","","99925","6","0.00006","87.27","1916","8720705"
"20","女","2017000000","2017年","100004","4週","","99920","21","0.00021","87.26","8987","8718789"
"20","女","2017000000","2017年","200020","2月","","99898","12","0.00012","87.19","8324","8709802"
"20","女","2017000000","2017年","200030","3月","","99886","31","0.00031","87.11","24968","8701477"
"20","女","2017000000","2017年","200060","6月","","99855","34","0.00034","86.89","49917","8676510"
"20","女","2017000000","2017年","300000","0年","","100000","179","0.00179","87.26","99863","8726455"
"20","女","2017000000","2017年","300100","1年","","99821","28","0.00028","86.42","99806","8626592"
"20","女","2017000000","2017年","300200","2年","","99793","19","0.00019","85.44","99784","8526786"
"20","女","2017000000","2017年","300300","3年","","99774","13","0.00013","84.46","99767","8427003"
"20","女","2017000000","2017年","300400","4年","","99761","9","0.00009","83.47","99757","8327235"
"20","女","2017000000","2017年","300500","5年","","99753","7","0.00007","82.48","99749","8227478"
"20","女","2017000000","2017年","300600","6年","","99745","6","0.00006","81.48","99742","8127730"
"20","女","2017000000","2017年","300700","7年","","99739","5","0.00005","80.49","99736","8027987"
"20","女","2017000000","2017年","300800","8年","","99734","5","0.00005","79.49","99731","7928251"
"20","女","2017000000","2017年","300900","9年","","99729","4","0.00005","78.50","99727","7828520"
"20","女","2017000000","2017年","301000","10年","","99724","4","0.00004","77.50","99722","7728793"
"20","女","2017000000","2017年","301100","11年","","99720","4","0.00004","76.50","99718","7629071"
"20","女","2017000000","2017年","301200","12年","","99716","5","0.00005","75.51","99713","7529353"
"20","女","2017000000","2017年","301300","13年","","99710","7","0.00007","74.51","99707","7429639"
"20","女","2017000000","2017年","301400","14年","","99704","9","0.00009","73.52","99700","7329932"
"20","女","2017000000","2017年","301500","15年","","99695","10","0.00010","72.52","99690","7230233"
"20","女","2017000000","2017年","301600","16年","","99685","11","0.00011","71.53","99680","7130542"
"20","女","2017000000","2017年","301700","17年","","99675","12","0.00012","70.54","99669","7030862"
"20","女","2017000000","2017年","301800","18年","","99663","14","0.00014","69.55","99656","6931194"
"20","女","2017000000","2017年","301900","19年","","99649","16","0.00016","68.56","99641","6831538"
"20","女","2017000000","2017年","302000","20年","","99633","18","0.00018","67.57","99624","6731897"
"20","女","2017000000","2017年","302100","21年","","99615","19","0.00019","66.58","99605","6632273"
"20","女","2017000000","2017年","302200","22年","","99596","19","0.00020","65.59","99586","6532667"
"20","女","2017000000","2017年","302300","23年","","99576","20","0.00020","64.60","99566","6433081"
"20","女","2017000000","2017年","302400","24年","","99556","21","0.00021","63.62","99546","6333515"
"20","女","2017000000","2017年","302500","25年","","99536","22","0.00022","62.63","99525","6233969"
"20","女","2017000000","2017年","302600","26年","","99514","23","0.00023","61.64","99502","6134444"
"20","女","2017000000","2017年","302700","27年","","99491","24","0.00024","60.66","99479","6034942"
"20","女","2017000000","2017年","302800","28年","","99466","25","0.00025","59.67","99454","5935463"
"20","女","2017000000","2017年","302900","29年","","99441","27","0.00027","58.69","99428","5836009"
"20","女","2017000000","2017年","303000","30年","","99415","28","0.00028","57.70","99401","5736581"
"20","女","2017000000","2017年","303100","31年","","99387","30","0.00030","56.72","99372","5637180"
"20","女","2017000000","2017年","303200","32年","","99357","31","0.00032","55.74","99341","5537808"
"20","女","2017000000","2017年","303300","33年","","99326","34","0.00034","54.75","99309","5438467"
"20","女","2017000000","2017年","303400","34年","","99292","37","0.00037","53.77","99273","5339158"
"20","女","2017000000","2017年","303500","35年","","99255","39","0.00040","52.79","99235","5239885"
"20","女","2017000000","2017年","303600","36年","","99216","41","0.00041","51.81","99195","5140650"
"20","女","2017000000","2017年","303700","37年","","99175","43","0.00043","50.83","99154","5041454"
"20","女","2017000000","2017年","303800","38年","","99132","46","0.00047","49.86","99109","4942301"
"20","女","2017000000","2017年","303900","39年","","99086","51","0.00052","48.88","99061","4843191"
"20","女","2017000000","2017年","304000","40年","","99035","57","0.00058","47.90","99007","4744131"
"20","女","2017000000","2017年","304100","41年","","98978","63","0.00064","46.93","98946","4645124"
"20","女","2017000000","2017年","304200","42年","","98914","70","0.00071","45.96","98880","4546178"
"20","女","2017000000","2017年","304300","43年","","98844","77","0.00077","44.99","98807","4447298"
"20","女","2017000000","2017年","304400","44年","","98768","83","0.00084","44.03","98727","4348491"
"20","女","2017000000","2017年","304500","45年","","98684","91","0.00092","43.06","98640","4249765"
"20","女","2017000000","2017年","304600","46年","","98594","99","0.00101","42.10","98545","4151125"
"20","女","2017000000","2017年","304700","47年","","98495","109","0.00111","41.15","98441","4052580"
"20","女","2017000000","2017年","304800","48年","","98386","119","0.00121","40.19","98327","3954139"
"20","女","2017000000","2017年","304900","49年","","98266","130","0.00133","39.24","98202","3855812"
"20","女","2017000000","2017年","305000","50年","","98136","142","0.00145","38.29","98066","3757610"
"20","女","2017000000","2017年","305100","51年","","97994","155","0.00158","37.34","97917","3659544"
"20","女","2017000000","2017年","305200","52年","","97839","167","0.00170","36.40","97756","3561627"
"20","女","2017000000","2017年","305300","53年","","97672","178","0.00183","35.46","97584","3463870"
"20","女","2017000000","2017年","305400","54年","","97494","190","0.00195","34.53","97400","3366287"
"20","女","2017000000","2017年","305500","55年","","97304","202","0.00208","33.59","97204","3268887"
"20","女","2017000000","2017年","305600","56年","","97102","216","0.00223","32.66","96995","3171683"
"20","女","2017000000","2017年","305700","57年","","96885","233","0.00240","31.74","96770","3074688"
"20","女","2017000000","2017年","305800","58年","","96653","249","0.00258","30.81","96530","2977917"
"20","女","2017000000","2017年","305900","59年","","96404","265","0.00275","29.89","96273","2881388"
"20","女","2017000000","2017年","306000","60年","","96139","282","0.00294","28.97","95999","2785115"
"20","女","2017000000","2017年","306100","61年","","95856","302","0.00315","28.05","95707","2689116"
"20","女","2017000000","2017年","306200","62年","","95554","326","0.00341","27.14","95393","2593409"
"20","女","2017000000","2017年","306300","63年","","95228","354","0.00372","26.23","95054","2498015"
"20","女","2017000000","2017年","306400","64年","","94874","387","0.00408","25.33","94683","2402962"
"20","女","2017000000","2017年","306500","65年","","94487","420","0.00445","24.43","94280","2308278"
"20","女","2017000000","2017年","306600","66年","","94067","457","0.00486","23.54","93842","2213998"
"20","女","2017000000","2017年","306700","67年","","93610","502","0.00536","22.65","93363","2120157"
"20","女","2017000000","2017年","306800","68年","","93108","549","0.00590","21.77","92837","2026794"
"20","女","2017000000","2017年","306900","69年","","92559","598","0.00646","20.89","92264","1933957"
"20","女","2017000000","2017年","307000","70年","","91960","648","0.00705","20.03","91640","1841693"
"20","女","2017000000","2017年","307100","71年","","91312","700","0.00767","19.17","90966","1750053"
"20","女","2017000000","2017年","307200","72年","","90612","761","0.00840","18.31","90237","1659086"
"20","女","2017000000","2017年","307300","73年","","89851","836","0.00931","17.46","89439","1568850"
"20","女","2017000000","2017年","307400","74年","","89015","927","0.01041","16.62","88559","1479410"
"20","女","2017000000","2017年","307500","75年","","88088","1026","0.01165","15.79","87583","1390851"
"20","女","2017000000","2017年","307600","76年","","87062","1142","0.01312","14.97","86501","1303268"
"20","女","2017000000","2017年","307700","77年","","85919","1284","0.01494","14.16","85291","1216766"
"20","女","2017000000","2017年","307800","78年","","84636","1455","0.01719","13.37","83924","1131476"
"20","女","2017000000","2017年","307900","79年","","83181","1651","0.01985","12.59","82372","1047552"
"20","女","2017000000","2017年","308000","80年","","81530","1862","0.02284","11.84","80617","965180"
"20","女","2017000000","2017年","308100","81年","","79667","2089","0.02623","11.10","78642","884563"
"20","女","2017000000","2017年","308200","82年","","77578","2341","0.03018","10.39","76429","805920"
"20","女","2017000000","2017年","308300","83年","","75237","2625","0.03489","9.70","73949","729491"
"20","女","2017000000","2017年","308400","84年","","72612","2934","0.04041","9.03","71171","655542"
"20","女","2017000000","2017年","308500","85年","","69677","3264","0.04684","8.39","68073","584371"
"20","女","2017000000","2017年","308600","86年","","66414","3598","0.05417","7.77","64643","516297"
"20","女","2017000000","2017年","308700","87年","","62816","3923","0.06245","7.19","60881","451654"
"20","女","2017000000","2017年","308800","88年","","58893","4233","0.07188","6.64","56801","390773"
"20","女","2017000000","2017年","308900","89年","","54660","4508","0.08248","6.11","52427","333972"
"20","女","2017000000","2017年","309000","90年","","50152","4740","0.09452","5.61","47798","281545"
"20","女","2017000000","2017年","309100","91年","","45412","4893","0.10775","5.15","42975","233747"
"20","女","2017000000","2017年","309200","92年","","40518","4973","0.12274","4.71","38036","190772"
"20","女","2017000000","2017年","309300","93年","","35545","5007","0.14087","4.30","33043","152736"
"20","女","2017000000","2017年","309400","94年","","30538","4999","0.16370","3.92","28030","119693"
"20","女","2017000000","2017年","309500","95年","","25539","4729","0.18515","3.59","23144","91663"
"20","女","2017000000","2017年","309600","96年","","20810","4314","0.20732","3.29","18614","68518"
"20","女","2017000000","2017年","309700","97年","","16496","3797","0.23017","3.03","14551","49905"
"20","女","2017000000","2017年","309800","98年","","12699","3222","0.25370","2.78","11039","35353"
"20","女","2017000000","2017年","309900","99年","","9477","2634","0.27788","2.57","8112","24314"
"20","女","2017000000","2017年","310000","100年","","6844","2071","0.30268","2.37","5763","16202"
"20","女","2017000000","2017年","310100","101年","","4772","1566","0.32806","2.19","3950","10439"
"20","女","2017000000","2017年","310200","102年","","3207","1135","0.35398","2.02","2607","6489"
"20","女","2017000000","2017年","310300","103年","","2072","788","0.38038","1.87","1652","3882"
"20","女","2017000000","2017年","310400","104年","","1284","523","0.40722","1.74","1003","2230"
"20","女","2017000000","2017年","410500","105～年","","761","761","1.00000","1.61","1227","1227"
"20","女","2016000000","2016年","100000","0週","","100000","69","0.00069","87.14","1917","8713724"
"20","女","2016000000","2016年","100001","1週","","99931","9","0.00009","87.18","1916","8711807"
"20","女","2016000000","2016年","100002","2週","","99921","6","0.00006","87.17","1916","8709891"
"20","女","2016000000","2016年","100003","3週","","99915","5","0.00005","87.15","1916","8707974"
"20","女","2016000000","2016年","100004","4週","","99910","24","0.00024","87.14","8986","8706058"
"20","女","2016000000","2016年","200020","2月","","99886","16","0.00016","87.07","8323","8697072"
"20","女","2016000000","2016年","200030","3月","","99871","35","0.00035","87.00","24963","8688749"
"20","女","2016000000","2016年","200060","6月","","99836","34","0.00034","86.78","49908","8663785"
"20","女","2016000000","2016年","300000","0年","","100000","198","0.00198","87.14","99847","8713724"
"20","女","2016000000","2016年","300100","1年","","99802","29","0.00029","86.31","99788","8613877"
"20","女","2016000000","2016年","300200","2年","","99773","19","0.00019","85.33","99764","8514090"
"20","女","2016000000","2016年","300300","3年","","99754","12","0.00012","84.35","99748","8414326"
"20","女","2016000000","2016年","300400","4年","","99742","9","0.00009","83.36","99738","8314578"
"20","女","2016000000","2016年","300500","5年","","99734","7","0.00007","82.37","99730","8214840"
"20","女","2016000000","2016年","300600","6年","","99726","7","0.00007","81.37","99723","8115110"
"20","女","2016000000","2016年","300700","7年","","99720","6","0.00006","80.38","99717","8015387"
"20","女","2016000000","2016年","300800","8年","","99714","5","0.00005","79.38","99711","7915670"
"20","女","2016000000","2016年","300900","9年","","99708","6","0.00006","78.39","99705","7815959"
"20","女","2016000000","2016年","301000","10年","","99703","6","0.00006","77.39","99700","7716254"
"20","女","2016000000","2016年","301100","11年","","99697","7","0.00007","76.40","99693","7616554"
"20","女","2016000000","2016年","301200","12年","","99690","7","0.00007","75.40","99686","7516861"
"20","女","2016000000","2016年","301300","13年","","99683","7","0.00007","74.41","99680","7417175"
"20","女","2016000000","2016年","301400","14年","","99676","8","0.00008","73.41","99672","7317495"
"20","女","2016000000","2016年","301500","15年","","99668","9","0.00009","72.42","99664","7217823"
"20","女","2016000000","2016年","301600","16年","","99659","11","0.00011","71.43","99654","7118159"
"20","女","2016000000","2016年","301700","17年","","99648","12","0.00012","70.43","99642","7018505"
"20","女","2016000000","2016年","301800","18年","","99636","13","0.00013","69.44","99629","6918864"
"20","女","2016000000","2016年","301900","19年","","99623","14","0.00014","68.45","99616","6819234"
"20","女","2016000000","2016年","302000","20年","","99609","16","0.00016","67.46","99601","6719619"
"20","女","2016000000","2016年","302100","21年","","99592","19","0.00019","66.47","99583","6620018"
"20","女","2016000000","2016年","302200","22年","","99574","22","0.00022","65.48","99563","6520435"
"20","女","2016000000","2016年","302300","23年","","99552","24","0.00024","64.50","99540","6420872"
"20","女","2016000000","2016年","302400","24年","","99528","25","0.00025","63.51","99515","6321332"
"20","女","2016000000","2016年","302500","25年","","99502","25","0.00026","62.53","99490","6221817"
"20","女","2016000000","2016年","302600","26年","","99477","25","0.00025","61.55","99464","6122327"
"20","女","2016000000","2016年","302700","27年","","99452","25","0.00025","60.56","99440","6022863"
"20","女","2016000000","2016年","302800","28年","","99427","25","0.00025","59.58","99415","5923424"
"20","女","2016000000","2016年","302900","29年","","99402","26","0.00027","58.59","99389","5824009"
"20","女","2016000000","2016年","303000","30年","","99376","28","0.00028","57.61","99362","5724620"
"20","女","2016000000","2016年","303100","31年","","99348","29","0.00030","56.62","99333","5625258"
"20","女","2016000000","2016年","303200","32年","","99318","31","0.00032","55.64","99303","5525925"
"20","女","2016000000","2016年","303300","33年","","99287","34","0.00034","54.66","99270","5426622"
"20","女","2016000000","2016年","303400","34年","","99253","37","0.00038","53.67","99235","5327352"
"20","女","2016000000","2016年","303500","35年","","99216","41","0.00042","52.69","99196","5228117"
"20","女","2016000000","2016年","303600","36年","","99175","45","0.00045","51.72","99152","5128922"
"20","女","2016000000","2016年","303700","37年","","99130","48","0.00048","50.74","99106","5029769"
"20","女","2016000000","2016年","303800","38年","","99082","50","0.00051","49.76","99057","4930664"
"20","女","2016000000","2016年","303900","39年","","99031","54","0.00055","48.79","99005","4831607"
"20","女","2016000000","2016年","304000","40年","","98977","59","0.00060","47.82","98948","4732602"
"20","女","2016000000","2016年","304100","41年","","98918","66","0.00066","46.84","98886","4633654"
"20","女","2016000000","2016年","304200","42年","","98852","72","0.00073","45.87","98817","4534768"
"20","女","2016000000","2016年","304300","43年","","98780","78","0.00079","44.91","98742","4435952"
"20","女","2016000000","2016年","304400","44年","","98702","84","0.00085","43.94","98661","4337210"
"20","女","2016000000","2016年","304500","45年","","98618","92","0.00093","42.98","98573","4238549"
"20","女","2016000000","2016年","304600","46年","","98527","101","0.00103","42.02","98477","4139976"
"20","女","2016000000","2016年","304700","47年","","98426","112","0.00113","41.06","98371","4041499"
"20","女","2016000000","2016年","304800","48年","","98314","123","0.00125","40.11","98253","3943129"
"20","女","2016000000","2016年","304900","49年","","98191","136","0.00138","39.16","98124","3844875"
"20","女","2016000000","2016年","305000","50年","","98055","149","0.00151","38.21","97982","3746752"
"20","女","2016000000","2016年","305100","51年","","97906","162","0.00166","37.27","97826","3648770"
"20","女","2016000000","2016年","305200","52年","","97744","175","0.00179","36.33","97658","3550943"
"20","女","2016000000","2016年","305300","53年","","97569","186","0.00191","35.39","97477","3453286"
"20","女","2016000000","2016年","305400","54年","","97383","196","0.00201","34.46","97286","3355809"
"20","女","2016000000","2016年","305500","55年","","97187","207","0.00213","33.53","97084","3258523"
"20","女","2016000000","2016年","305600","56年","","96980","220","0.00227","32.60","96871","3161438"
"20","女","2016000000","2016年","305700","57年","","96760","237","0.00245","31.67","96642","3064567"
"20","女","2016000000","2016年","305800","58年","","96522","256","0.00265","30.75","96396","2967925"
"20","女","2016000000","2016年","305900","59年","","96266","275","0.00286","29.83","96130","2871529"
"20","女","2016000000","2016年","306000","60年","","95991","294","0.00306","28.91","95846","2775399"
"20","女","2016000000","2016年","306100","61年","","95697","313","0.00327","28.00","95542","2679553"
"20","女","2016000000","2016年","306200","62年","","95384","334","0.00350","27.09","95219","2584011"
"20","女","2016000000","2016年","306300","63年","","95050","360","0.00378","26.18","94872","2488792"
"20","女","2016000000","2016年","306400","64年","","94690","389","0.00411","25.28","94498","2393920"
"20","女","2016000000","2016年","306500","65年","","94301","423","0.00449","24.38","94093","2299422"
"20","女","2016000000","2016年","306600","66年","","93878","463","0.00493","23.49","93650","2205329"
"20","女","2016000000","2016年","306700","67年","","93415","504","0.00539","22.61","93167","2111679"
"20","女","2016000000","2016年","306800","68年","","92911","547","0.00589","21.73","92642","2018513"
"20","女","2016000000","2016年","306900","69年","","92364","595","0.00645","20.85","92071","1925871"
"20","女","2016000000","2016年","307000","70年","","91769","649","0.00707","19.98","91449","1833800"
"20","女","2016000000","2016年","307100","71年","","91120","707","0.00776","19.12","90772","1742351"
"20","女","2016000000","2016年","307200","72年","","90413","776","0.00858","18.27","90031","1651579"
"20","女","2016000000","2016年","307300","73年","","89637","855","0.00954","17.42","89216","1561548"
"20","女","2016000000","2016年","307400","74年","","88782","940","0.01059","16.58","88319","1472331"
"20","女","2016000000","2016年","307500","75年","","87842","1043","0.01187","15.76","87330","1384012"
"20","女","2016000000","2016年","307600","76年","","86799","1164","0.01341","14.94","86228","1296682"
"20","女","2016000000","2016年","307700","77年","","85635","1308","0.01527","14.14","84994","1210454"
"20","女","2016000000","2016年","307800","78年","","84327","1479","0.01754","13.35","83603","1125460"
"20","女","2016000000","2016年","307900","79年","","82848","1667","0.02012","12.58","82031","1041857"
"20","女","2016000000","2016年","308000","80年","","81181","1874","0.02308","11.82","80262","959826"
"20","女","2016000000","2016年","308100","81年","","79307","2102","0.02651","11.09","78276","879564"
"20","女","2016000000","2016年","308200","82年","","77205","2363","0.03061","10.38","76046","801288"
"20","女","2016000000","2016年","308300","83年","","74842","2651","0.03542","9.69","73541","725241"
"20","女","2016000000","2016年","308400","84年","","72191","2955","0.04094","9.03","70739","651700"
"20","女","2016000000","2016年","308500","85年","","69236","3265","0.04715","8.39","67629","580961"
"20","女","2016000000","2016年","308600","86年","","65971","3567","0.05407","7.78","64213","513332"
"20","女","2016000000","2016年","308700","87年","","62404","3874","0.06208","7.20","60493","449119"
"20","女","2016000000","2016年","308800","88年","","58530","4186","0.07151","6.64","56463","388627"
"20","女","2016000000","2016年","308900","89年","","54344","4484","0.08251","6.11","52126","332164"
"20","女","2016000000","2016年","309000","90年","","49861","4731","0.09489","5.62","47513","280038"
"20","女","2016000000","2016年","309100","91年","","45129","4908","0.10875","5.15","42688","232525"
"20","女","2016000000","2016年","309200","92年","","40222","5039","0.12527","4.72","37710","189837"
"20","女","2016000000","2016年","309300","93年","","35183","5067","0.14402","4.32","32646","152127"
"20","女","2016000000","2016年","309400","94年","","30116","4936","0.16389","3.97","27630","119481"
"20","女","2016000000","2016年","309500","95年","","25180","4635","0.18406","3.65","22832","91851"
"20","女","2016000000","2016年","309600","96年","","20546","4209","0.20486","3.36","18402","69018"
"20","女","2016000000","2016年","309700","97年","","16337","3697","0.22628","3.10","14443","50617"
"20","女","2016000000","2016年","309800","98年","","12640","3139","0.24830","2.86","11024","36173"
"20","女","2016000000","2016年","309900","99年","","9502","2574","0.27090","2.65","8168","25150"
"20","女","2016000000","2016年","310000","100年","","6928","2037","0.29406","2.45","5866","16982"
"20","女","2016000000","2016年","310100","101年","","4890","1554","0.31776","2.27","4076","11115"
"20","女","2016000000","2016年","310200","102年","","3337","1141","0.34194","2.11","2735","7040"
